Status,Latitude,Longitude,BoltCount,ModuleCount,MMSCount,Torque,Timestamp
RUN,28.336771,73.332169,106,106,0,Module,20-03-2026 07:41:22
RUN,28.336771,73.332169,107,107,0,Module,20-03-2026 07:41:31
RUN,28.336771,73.332169,108,108,0,Module,20-03-2026 07:41:54
RUN,28.336771,73.332169,109,109,0,Module,20-03-2026 07:42:00
RUN,28.336771,73.332169,110,110,0,Module,20-03-2026 07:42:13
RUN,28.336771,73.332169,111,111,0,Module,20-03-2026 07:42:16
RUN,28.336771,73.332169,112,112,0,Module,20-03-2026 07:42:21
RUN,28.336771,73.332169,113,113,0,Module,20-03-2026 07:42:29
RUN,28.336771,73.332169,114,114,0,Module,20-03-2026 07:42:33
RUN,28.336771,73.332169,115,115,0,Module,20-03-2026 07:42:38
RUN,28.336771,73.332169,116,116,0,Module,20-03-2026 07:42:49
RUN,28.336771,73.332169,117,117,0,Module,20-03-2026 07:43:07
RUN,28.336771,73.332169,118,118,0,Module,20-03-2026 07:43:17
RUN,28.336771,73.332169,119,119,0,Module,20-03-2026 07:43:36
RUN,28.336771,73.332169,120,120,0,Module,20-03-2026 07:43:46
RUN,28.336771,73.332169,121,121,0,Module,20-03-2026 07:43:59
RUN,28.336771,73.332169,122,122,0,Module,20-03-2026 07:44:33
RUN,28.336771,73.332169,123,123,0,Module,20-03-2026 07:44:57
RUN,28.336771,73.332169,124,124,0,Module,20-03-2026 07:45:15
RUN,28.336771,73.332169,125,125,0,Module,20-03-2026 07:45:23
RUN,28.336771,73.332169,126,126,0,Module,20-03-2026 07:45:38
RUN,28.336771,73.332169,127,127,0,Module,20-03-2026 07:45:45
RUN,28.336771,73.332169,128,128,0,Module,20-03-2026 07:46:54
RUN,28.336771,73.332169,129,129,0,Module,20-03-2026 07:46:57
RUN,28.336771,73.332169,130,130,0,Module,20-03-2026 07:47:01
RUN,28.336771,73.332169,131,131,0,Module,20-03-2026 07:47:16
RUN,28.336771,73.332169,132,132,0,Module,20-03-2026 07:47:18
RUN,28.336771,73.332169,133,133,0,Module,20-03-2026 07:47:23
RUN,28.336771,73.332169,134,134,0,Module,20-03-2026 07:47:26
RUN,28.336771,73.332169,135,135,0,Module,20-03-2026 07:47:31
RUN,28.336771,73.332169,136,136,0,Module,20-03-2026 07:47:36
RUN,28.336771,73.332169,137,137,0,Module,20-03-2026 07:47:49
RUN,28.336771,73.332169,138,138,0,Module,20-03-2026 07:47:54
RUN,28.336771,73.332169,139,139,0,Module,20-03-2026 07:48:03
RUN,28.336771,73.332169,140,140,0,Module,20-03-2026 07:48:13
RUN,28.336771,73.332169,141,141,0,Module,20-03-2026 07:48:24
RUN,28.336771,73.332169,142,142,0,Module,20-03-2026 07:48:30
RUN,28.336771,73.332169,143,143,0,Module,20-03-2026 07:48:42
RUN,28.336771,73.332169,144,144,0,Module,20-03-2026 07:48:51
RUN,28.336771,73.332169,145,145,0,Module,20-03-2026 07:49:39
RUN,28.336771,73.332169,146,146,0,Module,20-03-2026 07:49:48
RUN,28.336771,73.332169,147,147,0,Module,20-03-2026 07:49:52
RUN,28.336771,73.332169,148,148,0,Module,20-03-2026 07:50:00
RUN,28.336771,73.332169,149,149,0,Module,20-03-2026 07:50:05
RUN,28.336771,73.332169,150,150,0,Module,20-03-2026 07:50:16
RUN,28.336771,73.332169,151,151,0,Module,20-03-2026 07:50:25
RUN,28.336771,73.332169,152,152,0,Module,20-03-2026 07:56:49
RUN,28.336771,73.332169,153,153,0,Module,20-03-2026 07:56:54
RUN,28.336771,73.332169,154,154,0,Module,20-03-2026 07:57:00
RUN,28.336771,73.332169,155,155,0,Module,20-03-2026 07:57:04
RUN,28.336771,73.332169,156,156,0,Module,20-03-2026 07:57:18
RUN,28.336771,73.332169,157,157,0,Module,20-03-2026 07:57:22
RUN,28.336771,73.332169,158,158,0,Module,20-03-2026 07:58:09
RUN,28.336771,73.332169,159,159,0,Module,20-03-2026 07:58:36
RUN,28.336771,73.332169,160,160,0,Module,20-03-2026 07:58:38
RUN,28.336771,73.332169,161,161,0,Module,20-03-2026 07:58:43
RUN,28.336771,73.332169,162,162,0,Module,20-03-2026 07:58:50
RUN,28.336771,73.332169,163,163,0,Module,20-03-2026 07:58:53
RUN,28.336771,73.332169,164,164,0,Module,20-03-2026 07:58:56
RUN,28.336771,73.332169,165,165,0,Module,20-03-2026 07:59:14
RUN,28.336771,73.332169,166,166,0,Module,20-03-2026 07:59:21
RUN,28.336771,73.332169,167,167,0,Module,20-03-2026 07:59:25
RUN,28.336771,73.332169,168,168,0,Module,20-03-2026 07:59:42
RUN,28.336771,73.332169,169,169,0,Module,20-03-2026 07:59:49
RUN,28.336771,73.332169,170,170,0,Module,20-03-2026 08:00:12
RUN,28.336771,73.332169,171,171,0,Module,20-03-2026 08:00:23
RUN,28.336771,73.332169,172,172,0,Module,20-03-2026 08:00:30
RUN,28.336771,73.332169,173,173,0,Module,20-03-2026 08:00:34
RUN,28.336771,73.332169,174,174,0,Module,20-03-2026 08:00:43
RUN,28.336771,73.332169,175,175,0,Module,20-03-2026 08:00:47
RUN,28.336771,73.332169,176,176,0,Module,20-03-2026 08:00:57
RUN,28.336771,73.332169,177,177,0,Module,20-03-2026 08:01:01
RUN,28.336771,73.332169,178,178,0,Module,20-03-2026 08:01:06
RUN,28.336771,73.332169,179,179,0,Module,20-03-2026 08:01:11
RUN,28.336771,73.332169,180,180,0,Module,20-03-2026 08:01:18
RUN,28.336771,73.332169,181,181,0,Module,20-03-2026 08:01:25
RUN,28.336771,73.332169,182,182,0,Module,20-03-2026 08:01:28
RUN,28.336771,73.332169,183,183,0,Module,20-03-2026 08:01:37
RUN,28.336771,73.332169,184,184,0,Module,20-03-2026 08:01:40
RUN,28.336771,73.332169,185,185,0,Module,20-03-2026 08:01:44
RUN,28.336771,73.332169,186,186,0,Module,20-03-2026 08:01:50
RUN,28.336771,73.332169,187,187,0,Module,20-03-2026 08:01:55
RUN,28.336771,73.332169,188,188,0,Module,20-03-2026 08:02:01
RUN,28.336771,73.332169,189,189,0,Module,20-03-2026 08:02:06
RUN,28.336771,73.332169,190,190,0,Module,20-03-2026 08:02:17
RUN,28.336771,73.332169,191,191,0,Module,20-03-2026 08:02:21
RUN,28.336771,73.332169,192,192,0,Module,20-03-2026 08:02:44
RUN,28.336771,73.332169,193,193,0,Module,20-03-2026 08:03:14
RUN,28.336771,73.332169,194,194,0,Module,20-03-2026 08:03:20
RUN,28.336771,73.332169,195,195,0,Module,20-03-2026 08:03:42
RUN,28.336771,73.332169,196,196,0,Module,20-03-2026 08:04:05
RUN,28.336771,73.332169,197,197,0,Module,20-03-2026 08:04:10
RUN,28.336771,73.332169,198,198,0,Module,20-03-2026 08:04:24
RUN,28.336771,73.332169,199,199,0,Module,20-03-2026 08:04:39
RUN,28.336771,73.332169,200,200,0,Module,20-03-2026 08:04:44
RUN,28.336771,73.332169,201,201,0,Module,20-03-2026 08:04:53
RUN,28.336771,73.332169,202,202,0,Module,20-03-2026 08:04:56
RUN,28.336771,73.332169,203,203,0,Module,20-03-2026 08:05:18
RUN,28.336771,73.332169,204,204,0,Module,20-03-2026 08:05:36
RUN,28.336771,73.332169,205,205,0,Module,20-03-2026 08:05:41
RUN,28.336771,73.332169,206,206,0,Module,20-03-2026 08:05:44
RUN,28.336771,73.332169,207,207,0,Module,20-03-2026 08:05:49
RUN,28.336771,73.332169,208,208,0,Module,20-03-2026 08:05:59
RUN,28.336771,73.332169,209,209,0,Module,20-03-2026 08:06:06
RUN,28.336771,73.332169,210,210,0,Module,20-03-2026 08:06:14
RUN,28.336771,73.332169,211,211,0,Module,20-03-2026 08:06:15
RUN,28.336771,73.332169,212,212,0,Module,20-03-2026 08:06:36
RUN,28.336771,73.332169,213,213,0,Module,20-03-2026 08:06:42
RUN,28.336771,73.332169,214,214,0,Module,20-03-2026 08:06:47
RUN,28.336771,73.332169,215,215,0,Module,20-03-2026 08:06:53
RUN,28.336771,73.332169,216,216,0,Module,20-03-2026 08:06:57
RUN,28.336771,73.332169,217,217,0,Module,20-03-2026 08:07:07
RUN,28.336771,73.332169,218,218,0,Module,20-03-2026 08:07:12
RUN,28.336771,73.332169,219,219,0,Module,20-03-2026 08:07:14
RUN,28.336771,73.332169,220,220,0,Module,20-03-2026 08:07:21
RUN,28.336771,73.332169,221,221,0,Module,20-03-2026 08:07:27
RUN,28.336771,73.332169,222,222,0,Module,20-03-2026 08:07:32
RUN,28.336771,73.332169,223,223,0,Module,20-03-2026 08:07:51
RUN,28.336771,73.332169,224,224,0,Module,20-03-2026 08:08:14
RUN,28.336771,73.332169,225,225,0,Module,20-03-2026 08:08:19
RUN,28.336771,73.332169,226,226,0,Module,20-03-2026 08:08:24
RUN,28.336771,73.332169,227,227,0,Module,20-03-2026 08:08:31
RUN,28.336771,73.332169,228,228,0,Module,20-03-2026 08:08:48
RUN,28.336771,73.332169,229,229,0,Module,20-03-2026 08:08:52
RUN,28.336771,73.332169,230,230,0,Module,20-03-2026 08:09:00
RUN,28.336771,73.332169,231,231,0,Module,20-03-2026 08:09:15
RUN,28.336771,73.332169,232,232,0,Module,20-03-2026 08:09:31
RUN,28.336771,73.332169,233,233,0,Module,20-03-2026 08:09:37
RUN,28.336771,73.332169,234,234,0,Module,20-03-2026 08:09:41
RUN,28.336771,73.332169,235,235,0,Module,20-03-2026 08:10:06
RUN,28.336771,73.332169,236,236,0,Module,20-03-2026 08:10:13
RUN,28.336771,73.332169,237,237,0,Module,20-03-2026 08:10:18
RUN,28.336771,73.332169,238,238,0,Module,20-03-2026 08:10:22
RUN,28.336771,73.332169,239,239,0,Module,20-03-2026 08:10:29
RUN,28.336771,73.332169,240,240,0,Module,20-03-2026 08:10:36
RUN,28.336771,73.332169,241,241,0,Module,20-03-2026 08:10:51
RUN,28.336771,73.332169,242,242,0,Module,20-03-2026 08:10:55
RUN,28.336771,73.332169,243,243,0,Module,20-03-2026 08:11:00
RUN,28.336771,73.332169,244,244,0,Module,20-03-2026 08:11:04
RUN,28.336771,73.332169,245,245,0,Module,20-03-2026 08:11:07
RUN,28.336771,73.332169,246,246,0,Module,20-03-2026 08:11:25
RUN,28.336771,73.332169,247,247,0,Module,20-03-2026 08:11:31
RUN,28.336771,73.332169,248,248,0,Module,20-03-2026 08:11:37
RUN,28.336771,73.332169,249,249,0,Module,20-03-2026 08:13:55
RUN,28.336771,73.332169,250,250,0,Module,20-03-2026 08:14:31
RUN,28.336771,73.332169,251,251,0,Module,20-03-2026 08:14:43
RUN,28.336771,73.332169,252,252,0,Module,20-03-2026 09:06:42
RUN,28.336771,73.332169,253,253,0,Module,20-03-2026 09:06:51
RUN,28.336771,73.332169,254,254,0,Module,20-03-2026 09:08:39
RUN,28.336771,73.332169,255,255,0,Module,20-03-2026 09:08:46
RUN,28.336771,73.332169,256,256,0,Module,20-03-2026 09:13:42
RUN,28.336771,73.332169,257,257,0,Module,20-03-2026 09:30:13
RUN,28.336771,73.332169,258,258,0,Module,20-03-2026 09:30:24
RUN,28.336771,73.332169,259,259,0,Module,20-03-2026 09:30:27
RUN,28.336771,73.332169,260,260,0,Module,20-03-2026 09:30:37
RUN,28.336771,73.332169,261,261,0,Module,20-03-2026 09:30:42
RUN,28.336771,73.332169,262,262,0,Module,20-03-2026 09:30:45
START,28.336893,73.332092,0,0,0,Start,23-03-2026 13:34:27
RUN,28.336893,73.332092,1,1,0,Module,23-03-2026 13:34:39
RUN,28.336893,73.332092,2,2,0,Module,23-03-2026 13:34:48
RUN,28.336893,73.332092,3,3,0,Module,23-03-2026 13:34:51
RUN,28.336893,73.332092,4,4,0,Module,23-03-2026 13:34:55
RUN,28.336893,73.332092,5,5,0,Module,23-03-2026 13:34:59
RUN,28.336893,73.332092,6,6,0,Module,23-03-2026 13:35:10
START,28.336212,73.333427,0,0,0,Start,26-03-2026 10:40:33
START,28.337158,73.333542,0,0,0,Start,26-03-2026 10:47:14
START,28.337017,73.333824,0,0,0,Start,26-03-2026 10:49:53
START,28.336855,73.333801,0,0,0,Start,26-03-2026 10:51:03
START,28.336994,73.333809,0,0,0,Start,26-03-2026 10:52:51
START,28.336370,73.333450,0,0,0,Start,26-03-2026 11:02:36
START,28.336382,73.332550,0,0,0,Start,26-03-2026 11:06:22
